timestamp,adjusted_close
2025-06-05,86.33335876464844
2025-06-06,86.6423110961914
2025-06-09,86.6326675415039
2025-06-10,86.74851989746094
2025-06-11,86.60369873046875
2025-06-12,87.26988220214844
2025-06-13,86.1499252319336
2025-06-16,86.47306823730469
2025-06-17,85.41229248046875
2025-06-18,85.55962371826172
2025-06-20,84.79350280761719
2025-06-23,85.43193817138672
2025-06-24,86.47306823730469
2025-06-25,86.0016098022461
2025-06-26,86.96417236328125
2025-06-27,87.74993133544922
2025-06-30,87.79904174804688
2025-07-01,87.6517105102539
2025-07-02,87.9070816040039
2025-07-03,87.92672729492188
2025-07-07,86.97399139404297
2025-07-08,87.61241912841797
2025-07-09,88.27050018310547
2025-07-10,88.21156311035156
2025-07-11,87.36686706542969
2025-07-14,87.36686706542969
2025-07-15,86.45342254638672
2025-07-16,86.80701446533203
2025-07-17,87.03292083740234
2025-07-18,86.7873764038086
2025-07-21,87.24900817871094
2025-07-22,87.73028564453125
2025-07-23,89.91077423095703
2025-07-24,89.24288177490234
2025-07-25,89.13483428955078
2025-07-28,87.70082092285156
2025-07-29,87.5240249633789
2025-07-30,86.89541625976562
2025-07-31,85.96231842041016
2025-08-01,85.73641967773438
2025-08-04,86.87577056884766
2025-08-05,86.86595153808594
2025-08-06,87.43562316894531
2025-08-07,88.22138977050781
2025-08-08,88.76160430908203
2025-08-11,88.38835906982422
2025-08-12,89.46878051757812
2025-08-13,90.00899505615234
2025-08-14,90.0188217163086
2025-08-15,90.54920959472656
2025-08-18,90.45098114013672
2025-08-19,90.46080780029297
2025-08-20,90.7849349975586
2025-08-21,90.21525573730469
2025-08-22,91.5707015991211
2025-08-25,90.36258697509766
2025-08-26,90.26437377929688
2025-08-27,90.04828643798828
2025-08-28,90.38223266601562
2025-08-29,89.85184478759766
2025-09-02,88.96786499023438
2025-09-03,89.1053695678711
2025-09-04,89.75362396240234
2025-09-05,90.15632629394531
2025-09-08,91.05995178222656
2025-09-09,90.7554702758789
2025-09-10,90.73582458496094
2025-09-11,91.6983871459961
2025-09-12,91.33496856689453
2025-09-15,91.94393157958984
2025-09-16,91.68856048583984
2025-09-17,91.34478759765625
2025-09-18,91.6983871459961
2025-09-19,91.34478759765625
2025-09-22,91.63945770263672
2025-09-23,91.46265411376953
2025-09-24,90.93226623535156
2025-09-25,90.28401184082031
2025-09-26,90.98137664794922
2025-09-29,91.33496856689453
2025-09-30,91.70820617675781
2025-10-01,92.4645004272461
2025-10-02,92.61183166503906
2025-10-03,93.38777160644531
2025-10-06,93.6038589477539
2025-10-07,92.78862762451172
2025-10-08,93.06364440917969
2025-10-09,92.29753112792969
2025-10-10,90.59831237792969
2025-10-13,91.32514953613281
2025-10-14,91.7376708984375
2025-10-15,92.1796646118164
2025-10-16,92.66093444824219
2025-10-17,92.82791900634766
2025-10-20,93.59403228759766
2025-10-21,92.90648651123047
2025-10-22,92.76898193359375
2025-10-23,93.2011489868164
2025-10-24,93.34848022460938
2025-10-27,93.99673461914062
2025-10-28,93.95745086669922
2025-10-29,93.42706298828125
2025-10-30,93.01453399658203
2025-10-31,92.80827331542969
2025-11-03,92.8475570678711
2025-11-04,91.89482116699219
2025-11-05,92.48414611816406
2025-11-06,92.27787780761719
2025-11-07,92.62165832519531
2025-11-10,93.59403228759766
2025-11-11,94.28157043457031
2025-11-12,94.8414306640625
2025-11-13,93.82975769042969
2025-11-14,93.56456756591797
2025-11-17,92.34663391113281
2025-11-18,91.14835357666016
2025-11-19,90.87332916259766
2025-11-20,89.6161117553711
2025-11-21,91.00102233886719
2025-11-24,91.07959747314453
2025-11-25,92.16983795166016
2025-11-26,93.18151092529297
2025-11-28,93.49581909179688
2025-12-01,93.0341796875
2025-12-02,93.34848022460938
2025-12-03,93.84941101074219
2025-12-04,94.10477447509766
2025-12-05,94.10477447509766
2025-12-08,93.81011962890625
2025-12-09,93.68242645263672
2025-12-10,94.72357177734375
2025-12-11,95.2834243774414
2025-12-12,94.78250122070312
2025-12-15,95.36199188232422
2025-12-16,94.91999816894531
2025-12-17,94.1500015258789
2025-12-18,94.81999969482422
2025-12-19,95.45999908447266
2025-12-22,95.69999694824219
2025-12-23,96.29000091552734
2025-12-24,96.41000366210938
2025-12-26,96.56999969482422
2025-12-29,96.27999877929688
2025-12-30,96.44000244140625
2025-12-31,96.02999877929688
